descriptions,General,User,javot
,General,DateTime,7/17/2026 10:46:33 AM
,General,Origin,"Software revision: outputs_asymmetricspring.sdf, outputs_asymmetricspring.rta\nVariable description: outputs_asymmetricspring.sdf\n    Platform / Device: Platform [DS1202 MicroLabBox, assigned to 'ds1202']\nControlDesk version: 7.5"
,General,Description,
,Recording,StartCondition,None (Immediate Recording)
,Recording,StopCondition,None
,Measurement,XAxisOffset,0
,Measurement,Length,20.59755245
,Measurement,StartTimestamp,0.6750186704
,Measurement,StopTimestamp,21.27257112
,MDF,Department,
,MDF,Project,
,MDF,MeasurementObject,

trace_size,20598
trace_types,4,4,4,4,4
trace_names,,Out1,Out1,Out1,Out1
trace_units,,,,,
devices,Platform,Platform,Platform,Platform,Platform
raster,HostService,HostService,HostService,HostService,HostService
description,,,,,
displayidentifier,,,,,
path,,Model Root/Divide,Model Root/Subsystem2/curr2torque,Model Root/Subsystem2/Shift,Model Root/Subsystem2/Shift1
flags,,0,0,0,0
min,,-Infinity,-Infinity,-Infinity,-Infinity
max,,Infinity,Infinity,Infinity,Infinity
minWeak,,-Infinity,-Infinity,-Infinity,-Infinity
maxWeak,,Infinity,Infinity,Infinity,Infinity
,12.911348214196778,288.4844970703125,2.1785895585505419,1.2930674597940717,-0.31599408343850849
,12.912348280273438,288.4954833984375,2.1832969464020731,1.2967669246874873,-0.3129483881584646
,12.913348906359865,288.5009765625,2.1856506403278386,1.2986140946048716,-0.31141853749756138
,12.914348852441407,288.511962890625,2.1903580281793698,1.3023032613626699,-0.30834483899722043
,12.915348238500975,288.5174560546875,2.1927117221051353,1.3041452390004675,-0.30680099475698136
,12.916348264575195,288.5284423828125,2.1974191099566669,1.3078239347994836,-0.30369932542912165
,12.917348930664062,288.533935546875,2.1997728038824325,1.3096606337679515,-0.30214150404850193
,12.918348316723634,288.5394287109375,2.202126497808198,1.3114955539900774,-0.30057902735803171
,12.919348982812501,288.544921875,2.2044801917339636,1.3133286858738122,-0.29901189725612193
,12.920348968896484,288.555908203125,2.2091875795854947,1.3169895462668773,-0.29586368450144024
,12.921348994970703,288.5614013671875,2.2115412735112603,1.318817255601173,-0.29428260573529752
,12.922349101049804,288.56689453125,2.2138949674370259,1.3206431382470722,-0.29269688133097099
,12.923348407104491,288.5723876953125,2.2162486613627919,1.3224671846217806,-0.29110651327667081
,12.924349153198243,288.577880859375,2.218602355288557,1.3242893851444508,-0.28951150357856276
,12.925348379260253,288.5833740234375,2.220956049214323,1.3261097302362144,-0.28791185426076599
,12.926349165356445,288.5888671875,2.2233097431400881,1.3279282103202126,-0.28630756736535329
,12.927348391406252,288.5943603515625,2.2256634370658541,1.3297448158216298,-0.28469864495234731
,12.928348537487793,288.599853515625,2.2280171309916197,1.3315595371677229,-0.28308508909972102
,12.92934920357666,288.6053466796875,2.2303708249173853,1.3333723647878559,-0.28146690190339391
,12.93034926965332,288.61083984375,2.2327245188431508,1.3351832891135298,-0.27984408547723211
,12.931348535717774,288.61083984375,2.2327245188431508,1.3351832891135298,-0.27984408547723211
,12.932348601794434,288.6163330078125,2.2350782127689164,1.3369923005784146,-0.27821664195304585
,12.933349307885742,288.621826171875,2.2374319066946824,1.3387993896183827,-0.2765845734805864
,12.934349173962403,288.6273193359375,2.2397856006204475,1.3406045466715386,-0.27494788222754657
,12.935349400036621,288.6328125,2.2421392945462135,1.3424077621782524,-0.27330657037955614
,12.9363493861084,288.6383056640625,2.2444929884719786,1.3442090265811901,-0.27166064014018215
,12.937348812170409,288.6383056640625,2.2444929884719786,1.3442090265811901,-0.27166064014018215
,12.938348758251951,288.643798828125,2.2468466823977447,1.3460083303253474,-0.27001009373092461
,12.93934870432129,288.6492919921875,2.2492003763235102,1.3478056638580791,-0.26835493339121641
,12.940349530419923,288.6492919921875,2.2492003763235102,1.3478056638580791,-0.26835493339121641
,12.941348756469726,288.65478515625,2.2515540702492758,1.3496010176291324,-0.26669516137841981
,12.94234890255127,288.6602783203125,2.2539077641750414,1.3513943820906797,-0.26503077996782415
,12.943349608642578,288.6602783203125,2.2539077641750414,1.3513943820906797,-0.26503077996782415
,12.94434899470215,288.665771484375,2.2562614581008069,1.3531857476973479,-0.2633617914526446
,12.945349660803224,288.665771484375,2.2562614581008069,1.3531857476973479,-0.2633617914526446
,12.946349646874999,288.6712646484375,2.2586151520265725,1.3549751049062522,-0.26168819814401828
,12.947349032934572,288.6712646484375,2.2586151520265725,1.3549751049062522,-0.26168819814401828
,12.948349059008788,288.6712646484375,2.2586151520265725,1.3549751049062522,-0.26168819814401828
,12.949349765100099,288.6767578125,2.260968845952338,1.3567624441770267,-0.26001000237100363
,12.950349791186522,288.6767578125,2.260968845952338,1.3567624441770267,-0.26001000237100363
,12.951349697253416,288.6767578125,2.260968845952338,1.3567624441770267,-0.26001000237100363
,12.952349643334962,288.6767578125,2.260968845952338,1.3567624441770267,-0.26001000237100363
,12.953349789404296,288.6767578125,2.260968845952338,1.3567624441770267,-0.26001000237100363
,12.954349215466308,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.955349921557616,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.956349987646483,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.957349413696289,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.958349359777831,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.959349945861817,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.9603499319458,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.961350158020018,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.962350024096679,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.963350010168458,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.964349516235352,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.965349462304687,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.966349528381347,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.96735011447754,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.9683501805542,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.969350286633301,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.970350192700195,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.971350218786622,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.972349644836427,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.973350350939942,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.974350377014161,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.975349683068849,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.976350349157716,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.977350455236817,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.978350481311036,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.979349907373045,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.980349853454591,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.981350319543456,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.982349905603026,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.983349931677246,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.984350037756347,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.985350023828126,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.986350049914552,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.987350155993653,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.988350662072754,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.989350688159181,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.990350154211427,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.991350900305175,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.992350286364747,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.99335027244873,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.994350818530272,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.995350204589844,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.996350990686036,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.997350376745604,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.998351042846679,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,12.999350988916017,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,13.000350934997559,288.6822509765625,2.2633225398781041,1.3585477559718573,-0.25832720648057594
,13.001351161071778,288.6767578125,2.260968845952338,1.3567624441770267,-0.26001000237100363
,13.002350547131346,288.6767578125,2.260968845952338,1.3567624441770267,-0.26001000237100363
,13.003350733215331,288.6767578125,2.260968845952338,1.3567624441770267,-0.26001000237100363
,13.004350519287108,288.6767578125,2.260968845952338,1.3567624441770267,-0.26001000237100363
,13.005350585363768,288.6767578125,2.260968845952338,1.3567624441770267,-0.26001000237100363
,13.006350451428222,288.6767578125,2.260968845952338,1.3567624441770267,-0.26001000237100363
,13.007350637512207,288.6767578125,2.260968845952338,1.3567624441770267,-0.26001000237100363
,13.008351223608397,288.6767578125,2.260968845952338,1.3567624441770267,-0.26001000237100363
,13.009351249682616,288.6767578125,2.260968845952338,1.3567624441770267,-0.26001000237100363
,13.010351235754396,288.6767578125,2.260968845952338,1.3567624441770267,-0.26001000237100363
,13.011350821826174,288.6767578125,2.260968845952338,1.3567624441770267,-0.26001000237100363
,13.012351367907716,288.6712646484375,2.2586151520265725,1.3549751049062522,-0.26168819814401828
,13.013350793969728,288.6712646484375,2.2586151520265725,1.3549751049062522,-0.26168819814401828
,13.014351420068358,288.6712646484375,2.2586151520265725,1.3549751049062522,-0.26168819814401828
,13.015350726123046,288.6712646484375,2.2586151520265725,1.3549751049062522,-0.26168819814401828
,13.01635083220215,288.6712646484375,2.2586151520265725,1.3549751049062522,-0.26168819814401828
,13.017350818273925,288.6712646484375,2.2586151520265725,1.3549751049062522,-0.26168819814401828
,13.018350884350586,288.6712646484375,2.2586151520265725,1.3549751049062522,-0.26168819814401828
,13.019350950427246,288.665771484375,2.2562614581008069,1.3531857476973479,-0.2633617914526446
,13.020351616516113,288.665771484375,2.2562614581008069,1.3531857476973479,-0.2633617914526446
,13.021351682592773,288.665771484375,2.2562614581008069,1.3531857476973479,-0.2633617914526446
,13.022350988659667,288.665771484375,2.2562614581008069,1.3531857476973479,-0.2633617914526446
,13.023351014733887,288.6602783203125,2.2539077641750414,1.3513943820906797,-0.26503077996782415
,13.024351720825194,288.6602783203125,2.2539077641750414,1.3513943820906797,-0.26503077996782415
,13.025350946887208,288.6602783203125,2.2539077641750414,1.3513943820906797,-0.26503077996782415
,13.026351132958986,288.6602783203125,2.2539077641750414,1.3513943820906797,-0.26503077996782415
,13.027351159033202,288.65478515625,2.2515540702492758,1.3496010176291324,-0.26669516137841981
,13.028351785131836,288.65478515625,2.2515540702492758,1.3496010176291324,-0.26669516137841981
,13.029351851208496,288.65478515625,2.2515540702492758,1.3496010176291324,-0.26669516137841981
,13.03035175727539,288.6492919921875,2.2492003763235102,1.3478056638580791,-0.26835493339121641
,13.031351223339843,288.6492919921875,2.2492003763235102,1.3478056638580791,-0.26835493339121641
,13.032351929431151,288.643798828125,2.2468466823977447,1.3460083303253474,-0.27001009373092461
,13.033351915515137,288.643798828125,2.2468466823977447,1.3460083303253474,-0.27001009373092461
,13.034351861584472,288.643798828125,2.2468466823977447,1.3460083303253474,-0.27001009373092461
,13.035351247644044,288.6383056640625,2.2444929884719786,1.3442090265811901,-0.27166064014018215
,13.036351353723145,288.6383056640625,2.2444929884719786,1.3442090265811901,-0.27166064014018215
,13.037351459802245,288.6328125,2.2421392945462135,1.3424077621782524,-0.27330657037955614
,13.038352005895995,288.6328125,2.2421392945462135,1.3424077621782524,-0.27330657037955614
,13.039352031970214,288.6273193359375,2.2397856006204475,1.3406045466715386,-0.27494788222754657
,13.040351378027342,288.6273193359375,2.2397856006204475,1.3406045466715386,-0.27494788222754657
,13.041351444104006,288.621826171875,2.2374319066946824,1.3387993896183827,-0.2765845734805864
,13.042351590185547,288.6163330078125,2.2350782127689164,1.3369923005784146,-0.27821664195304585
,13.043351536254882,288.6163330078125,2.2350782127689164,1.3369923005784146,-0.27821664195304585
,13.044352242346193,288.61083984375,2.2327245188431508,1.3351832891135298,-0.27984408547723211
,13.045351508410644,288.61083984375,2.2327245188431508,1.3351832891135298,-0.27984408547723211
,13.046352254504395,288.6053466796875,2.2303708249173853,1.3333723647878559,-0.28146690190339391
,13.04735220057373,288.6053466796875,2.2303708249173853,1.3333723647878559,-0.28146690190339391
,13.048351786645508,288.599853515625,2.2280171309916197,1.3315595371677229,-0.28308508909972102
,13.049351732714843,288.5943603515625,2.2256634370658541,1.3297448158216298,-0.28469864495234731
,13.050352358813477,288.5943603515625,2.2256634370658541,1.3297448158216298,-0.28469864495234731
,13.051352384887696,288.5888671875,2.2233097431400881,1.3279282103202126,-0.28630756736535329
,13.052351810949705,288.5833740234375,2.220956049214323,1.3261097302362144,-0.28791185426076599
,13.0533517170166,288.5833740234375,2.220956049214323,1.3261097302362144,-0.28791185426076599
,13.054352503112792,288.577880859375,2.218602355288557,1.3242893851444508,-0.28951150357856276
,13.055352489184571,288.5723876953125,2.2162486613627919,1.3224671846217806,-0.29110651327667081
,13.056351835253906,288.56689453125,2.2138949674370259,1.3206431382470722,-0.29269688133097099
,13.057351941333007,288.5614013671875,2.2115412735112603,1.318817255601173,-0.29428260573529752
,13.058352607421874,288.5614013671875,2.2115412735112603,1.318817255601173,-0.29428260573529752
,13.059352673498534,288.555908203125,2.2091875795854947,1.3169895462668773,-0.29586368450144024
,13.0603518595459,288.5504150390625,2.2068338856597292,1.3151600198288931,-0.29744011565914663
,13.061352565649415,288.544921875,2.2044801917339636,1.3133286858738122,-0.29901189725612193
,13.062352151708986,288.5394287109375,2.202126497808198,1.3114955539900774,-0.30057902735803171
,13.063352097790528,288.533935546875,2.1997728038824325,1.3096606337679515,-0.30214150404850193
,13.064352763879395,288.5284423828125,2.1974191099566669,1.3078239347994836,-0.30369932542912165
,13.065352869958495,288.52294921875,2.1950654160309013,1.3059854666784794,-0.3052524896194424
,13.066352176013183,288.511962890625,2.1903580281793698,1.3023032613626699,-0.30834483899722043
,13.067352362097168,288.5064697265625,2.1880043342536042,1.3004595433639683,-0.30988402051360814
,13.068352788183592,288.5009765625,2.1856506403278386,1.2986140946048716,-0.31141853749756138
,13.069352854260252,288.4954833984375,2.1832969464020731,1.2967669246874873,-0.3129483881584646
,13.070352760327147,288.489990234375,2.1809432524763075,1.2949180432154856,-0.31447357072367232
,13.07135282640381,288.47900390625,2.1762358646247764,1.2912151840299495,-0.31750992456626853
